collection,model,query,aggregator,NDCG_10
cw12,3b,201,Bradley-Terry,0.5164277709167765
cw12,3b,202,Bradley-Terry,
cw12,3b,203,Bradley-Terry,0.843421036648206
cw12,3b,204,Bradley-Terry,0.28195545508354275
cw12,3b,205,Bradley-Terry,0.2565741961581056
cw12,3b,206,Bradley-Terry,0.21820129278848743
cw12,3b,207,Bradley-Terry,0.22963844540418651
cw12,3b,208,Bradley-Terry,0.4470779618206569
cw12,3b,209,Bradley-Terry,
cw12,3b,210,Bradley-Terry,0.07158230801426127
cw12,3b,211,Bradley-Terry,0.37107285257527733
cw12,3b,212,Bradley-Terry,
cw12,3b,213,Bradley-Terry,0.7799082337019198
cw12,3b,214,Bradley-Terry,0.3561868251429363
cw12,3b,215,Bradley-Terry,0.49420867725437906
cw12,3b,216,Bradley-Terry,0.617642070254914
cw12,3b,217,Bradley-Terry,0.6767822883418159
cw12,3b,218,Bradley-Terry,0.443847116224215
cw12,3b,219,Bradley-Terry,0.718889795595544
cw12,3b,220,Bradley-Terry,0.2804822222314683
cw12,3b,221,Bradley-Terry,0.776233519603995
cw12,3b,222,Bradley-Terry,0.5129464295230277
cw12,3b,223,Bradley-Terry,0.7525827854200227
cw12,3b,224,Bradley-Terry,0.6332196796270029
cw12,3b,225,Bradley-Terry,
cw12,3b,226,Bradley-Terry,0.2702336884496523
cw12,3b,227,Bradley-Terry,0.6042039138348407
cw12,3b,228,Bradley-Terry,0.3767069589285681
cw12,3b,229,Bradley-Terry,1.0
cw12,3b,230,Bradley-Terry,0.7452609222745397
cw12,3b,231,Bradley-Terry,0.6211739956711614
cw12,3b,232,Bradley-Terry,0.9216017310213246
cw12,3b,233,Bradley-Terry,0.5569739591296714
cw12,3b,234,Bradley-Terry,0.8196104814592203
cw12,3b,235,Bradley-Terry,0.2996484034259831
cw12,3b,236,Bradley-Terry,0.8056109294744229
cw12,3b,237,Bradley-Terry,0.40667382683089626
cw12,3b,238,Bradley-Terry,0.33014965383718153
cw12,3b,239,Bradley-Terry,0.5200903983225306
cw12,3b,240,Bradley-Terry,0.9787930706003494
cw12,3b,241,Bradley-Terry,0.4379219447376891
cw12,3b,242,Bradley-Terry,0.18371776387613298
cw12,3b,243,Bradley-Terry,0.5160846225616369
cw12,3b,244,Bradley-Terry,0.04510157879202129
cw12,3b,245,Bradley-Terry,0.0854290465792554
cw12,3b,246,Bradley-Terry,0.8407937803060785
cw12,3b,247,Bradley-Terry,0.27441144641132964
cw12,3b,248,Bradley-Terry,0.277305162107378
cw12,3b,249,Bradley-Terry,0.7935840677649109
cw12,3b,250,Bradley-Terry,0.43856439304508
cw12,3b,251,Bradley-Terry,0.5183409805248399
cw12,3b,252,Bradley-Terry,0.7421019474341028
cw12,3b,253,Bradley-Terry,0.6868213916316264
cw12,3b,254,Bradley-Terry,0.2184322516604127
cw12,3b,255,Bradley-Terry,
cw12,3b,256,Bradley-Terry,0.23117906395285137
cw12,3b,257,Bradley-Terry,0.6556121929500044
cw12,3b,258,Bradley-Terry,0.20463635758025134
cw12,3b,259,Bradley-Terry,0.6008960336113646
cw12,3b,260,Bradley-Terry,0.22585559847296857
cw12,3b,261,Bradley-Terry,0.1890570933316362
cw12,3b,262,Bradley-Terry,0.3142035529100575
cw12,3b,263,Bradley-Terry,0.4118254686722299
cw12,3b,264,Bradley-Terry,0.31557216393067355
cw12,3b,265,Bradley-Terry,
cw12,3b,266,Bradley-Terry,0.6285281257778288
cw12,3b,267,Bradley-Terry,0.7385614346772758
cw12,3b,268,Bradley-Terry,0.7192448946106376
cw12,3b,269,Bradley-Terry,0.1750870143158288
cw12,3b,270,Bradley-Terry,0.053939824626203954
cw12,3b,271,Bradley-Terry,
cw12,3b,272,Bradley-Terry,0.38515857258643477
cw12,3b,273,Bradley-Terry,0.2628415672447887
cw12,3b,274,Bradley-Terry,0.025457581554214143
cw12,3b,275,Bradley-Terry,0.15176219107803537
cw12,3b,276,Bradley-Terry,0.6899618662873772
cw12,3b,277,Bradley-Terry,0.16168440224891126
cw12,3b,278,Bradley-Terry,
cw12,3b,279,Bradley-Terry,0.21764805295803857
cw12,3b,280,Bradley-Terry,0.4578144520060392
cw12,3b,281,Bradley-Terry,0.3890641936495778
cw12,3b,282,Bradley-Terry,0.6281078300217527
cw12,3b,283,Bradley-Terry,0.20208052078464267
cw12,3b,284,Bradley-Terry,0.6367486608365882
cw12,3b,285,Bradley-Terry,0.5311889026478153
cw12,3b,286,Bradley-Terry,0.33740774326479506
cw12,3b,287,Bradley-Terry,0.7735859535470033
cw12,3b,288,Bradley-Terry,0.5643683194065622
cw12,3b,289,Bradley-Terry,
cw12,3b,290,Bradley-Terry,0.2684550357175426
cw12,3b,291,Bradley-Terry,0.2532359668204391
cw12,3b,292,Bradley-Terry,0.8190311899370368
cw12,3b,293,Bradley-Terry,0.4082098657358135
cw12,3b,294,Bradley-Terry,0.6623116322840196
cw12,3b,295,Bradley-Terry,0.5720026113208432
cw12,3b,296,Bradley-Terry,0.5919062582681318
cw12,3b,297,Bradley-Terry,0.8196104814592203
cw12,3b,298,Bradley-Terry,0.5784060014523387
cw12,3b,299,Bradley-Terry,0.6876182885174021
cw12,3b,300,Bradley-Terry,0.5558895244343969
cw12,3b,201,Additive,0.5492833127503295
cw12,3b,202,Additive,
cw12,3b,203,Additive,0.8286704179775547
cw12,3b,204,Additive,0.29570039933414066
cw12,3b,205,Additive,0.28265636408984174
cw12,3b,206,Additive,0.29831477333164647
cw12,3b,207,Additive,0.2390395057182112
cw12,3b,208,Additive,0.3379529113940068
cw12,3b,209,Additive,
cw12,3b,210,Additive,0.06909102588766716
cw12,3b,211,Additive,0.33445887356113274
cw12,3b,212,Additive,
cw12,3b,213,Additive,0.8200685179888282
cw12,3b,214,Additive,0.2982492142267598
cw12,3b,215,Additive,0.463075962907243
cw12,3b,216,Additive,0.651512376215174
cw12,3b,217,Additive,0.7650894584672855
cw12,3b,218,Additive,0.43116854500782825
cw12,3b,219,Additive,0.8452008159980469
cw12,3b,220,Additive,0.27692698730962767
cw12,3b,221,Additive,0.7665973317028826
cw12,3b,222,Additive,0.5711283966498945
cw12,3b,223,Additive,0.7530157255760038
cw12,3b,224,Additive,0.6371523797895855
cw12,3b,225,Additive,
cw12,3b,226,Additive,0.31818814646553767
cw12,3b,227,Additive,0.6672170021846555
cw12,3b,228,Additive,0.5960214398087025
cw12,3b,229,Additive,0.9608008655106622
cw12,3b,230,Additive,0.7306765513356919
cw12,3b,231,Additive,0.5249870264273929
cw12,3b,232,Additive,0.9216017310213246
cw12,3b,233,Additive,0.6061277762203174
cw12,3b,234,Additive,0.8196104814592203
cw12,3b,235,Additive,0.1290515430196899
cw12,3b,236,Additive,0.782675957907822
cw12,3b,237,Additive,0.41327167653910074
cw12,3b,238,Additive,0.3759542447628333
cw12,3b,239,Additive,0.5200903983225306
cw12,3b,240,Additive,0.9787930706003494
cw12,3b,241,Additive,0.4941643257117586
cw12,3b,242,Additive,0.23191550393532315
cw12,3b,243,Additive,0.5545850357757434
cw12,3b,244,Additive,0.09057318017929115
cw12,3b,245,Additive,0.06770091765024037
cw12,3b,246,Additive,0.8587594766683906
cw12,3b,247,Additive,0.23636095198749768
cw12,3b,248,Additive,0.17561988197748313
cw12,3b,249,Additive,0.8318477135310891
cw12,3b,250,Additive,0.5782414233094901
cw12,3b,251,Additive,0.6431729948762345
cw12,3b,252,Additive,0.7659933591996381
cw12,3b,253,Additive,0.6356023164654464
cw12,3b,254,Additive,0.30223784044987306
cw12,3b,255,Additive,
cw12,3b,256,Additive,0.20266480926114225
cw12,3b,257,Additive,0.6179753168281193
cw12,3b,258,Additive,0.32366813078297824
cw12,3b,259,Additive,0.6155164074837075
cw12,3b,260,Additive,0.22094842938206902
cw12,3b,261,Additive,0.18473170424986066
cw12,3b,262,Additive,0.37379771016731245
cw12,3b,263,Additive,0.49299730592790086
cw12,3b,264,Additive,0.303120781176964
cw12,3b,265,Additive,
cw12,3b,266,Additive,0.6337507404169398
cw12,3b,267,Additive,0.7799082337019199
cw12,3b,268,Additive,0.6876911728000972
cw12,3b,269,Additive,0.33240617933430433
cw12,3b,270,Additive,0.05617253880444628
cw12,3b,271,Additive,
cw12,3b,272,Additive,0.3854915130246807
cw12,3b,273,Additive,0.18095030977230447
cw12,3b,274,Additive,0.024292706506549567
cw12,3b,275,Additive,0.3787833386759354
cw12,3b,276,Additive,0.6836655682249665
cw12,3b,277,Additive,0.0660908915685874
cw12,3b,278,Additive,
cw12,3b,279,Additive,0.21637962614895362
cw12,3b,280,Additive,0.4929228620441024
cw12,3b,281,Additive,0.4098518340034014
cw12,3b,282,Additive,0.6536531021328543
cw12,3b,283,Additive,0.25544973058563153
cw12,3b,284,Additive,0.6437489925830848
cw12,3b,285,Additive,0.5233142381124238
cw12,3b,286,Additive,0.40730293192533
cw12,3b,287,Additive,0.7746565044488629
cw12,3b,288,Additive,0.33045445784293703
cw12,3b,289,Additive,
cw12,3b,290,Additive,0.5926825204089028
cw12,3b,291,Additive,0.30196775668154574
cw12,3b,292,Additive,0.8342585510352533
cw12,3b,293,Additive,0.3590180004831468
cw12,3b,294,Additive,0.6508017542659792
cw12,3b,295,Additive,0.6408777375410851
cw12,3b,296,Additive,0.5783680378640442
cw12,3b,297,Additive,0.8717547463057782
cw12,3b,298,Additive,0.6222171279871946
cw12,3b,299,Additive,0.7131635606285038
cw12,3b,300,Additive,0.6098982814088804
cw12,3b,201,Kwiksort,0.4686905568627746
cw12,3b,202,Kwiksort,
cw12,3b,203,Kwiksort,0.8701249883466592
cw12,3b,204,Kwiksort,0.4049545904175428
cw12,3b,205,Kwiksort,0.2419094745795361
cw12,3b,206,Kwiksort,0.3211899726606445
cw12,3b,207,Kwiksort,0.22696215375034598
cw12,3b,208,Kwiksort,0.31674979519176866
cw12,3b,209,Kwiksort,0.12054710171248398
cw12,3b,210,Kwiksort,0.036304655250103866
cw12,3b,211,Kwiksort,0.427685090578477
cw12,3b,212,Kwiksort,
cw12,3b,213,Kwiksort,0.546628287915423
cw12,3b,214,Kwiksort,0.2446417993751649
cw12,3b,215,Kwiksort,0.500057141119071
cw12,3b,216,Kwiksort,0.5507477367577719
cw12,3b,217,Kwiksort,0.5308369092390962
cw12,3b,218,Kwiksort,0.10750906464748088
cw12,3b,219,Kwiksort,0.2423250374852664
cw12,3b,220,Kwiksort,0.26565013215381844
cw12,3b,221,Kwiksort,0.39623813900095617
cw12,3b,222,Kwiksort,0.4429101991534567
cw12,3b,223,Kwiksort,0.3178913455570648
cw12,3b,224,Kwiksort,0.2596205481576899
cw12,3b,225,Kwiksort,
cw12,3b,226,Kwiksort,0.12127716502890909
cw12,3b,227,Kwiksort,0.3669316311582905
cw12,3b,228,Kwiksort,0.3045259607715559
cw12,3b,229,Kwiksort,1.0
cw12,3b,230,Kwiksort,0.6807351507646947
cw12,3b,231,Kwiksort,0.5225053781952084
cw12,3b,232,Kwiksort,0.6581810421830974
cw12,3b,233,Kwiksort,0.56626351681275
cw12,3b,234,Kwiksort,0.8196104814592203
cw12,3b,235,Kwiksort,0.1012688198707271
cw12,3b,236,Kwiksort,0.6890439757221727
cw12,3b,237,Kwiksort,
cw12,3b,238,Kwiksort,0.29070438396105863
cw12,3b,239,Kwiksort,0.3628130696667246
cw12,3b,240,Kwiksort,0.3274638219248087
cw12,3b,241,Kwiksort,0.28069037407335873
cw12,3b,242,Kwiksort,0.04681599109282458
cw12,3b,243,Kwiksort,0.4072716901768848
cw12,3b,244,Kwiksort,
cw12,3b,245,Kwiksort,0.0854290465792554
cw12,3b,246,Kwiksort,0.6761947581314764
cw12,3b,247,Kwiksort,0.07768953695765951
cw12,3b,248,Kwiksort,0.15825634664107016
cw12,3b,249,Kwiksort,0.3214961622634444
cw12,3b,250,Kwiksort,0.07066252950471986
cw12,3b,251,Kwiksort,0.5302218948582818
cw12,3b,252,Kwiksort,0.5482929720882513
cw12,3b,253,Kwiksort,0.5112769867083918
cw12,3b,254,Kwiksort,0.40491067606834485
cw12,3b,255,Kwiksort,
cw12,3b,256,Kwiksort,0.15149713215024316
cw12,3b,257,Kwiksort,0.5643551386261902
cw12,3b,258,Kwiksort,0.44209148661846875
cw12,3b,259,Kwiksort,0.6781698192059961
cw12,3b,260,Kwiksort,0.2913235714767854
cw12,3b,261,Kwiksort,
cw12,3b,262,Kwiksort,0.2356231625306544
cw12,3b,263,Kwiksort,0.41979621818883534
cw12,3b,264,Kwiksort,0.21479775535698048
cw12,3b,265,Kwiksort,
cw12,3b,266,Kwiksort,0.5005462459521661
cw12,3b,267,Kwiksort,0.8111783223351559
cw12,3b,268,Kwiksort,0.6818432085243087
cw12,3b,269,Kwiksort,0.19370927034025992
cw12,3b,270,Kwiksort,0.026969912313101977
cw12,3b,271,Kwiksort,0.1290515430196899
cw12,3b,272,Kwiksort,0.12066210681744793
cw12,3b,273,Kwiksort,0.047593841584217145
cw12,3b,274,Kwiksort,0.15618357867304586
cw12,3b,275,Kwiksort,0.5730379245414764
cw12,3b,276,Kwiksort,0.518604988705992
cw12,3b,277,Kwiksort,0.3710732583312176
cw12,3b,278,Kwiksort,0.10861750945625488
cw12,3b,279,Kwiksort,0.21518192524287086
cw12,3b,280,Kwiksort,0.38569146286531275
cw12,3b,281,Kwiksort,0.5782354890495641
cw12,3b,282,Kwiksort,0.7057973669794123
cw12,3b,283,Kwiksort,0.35946608965955845
cw12,3b,284,Kwiksort,0.6002312554699606
cw12,3b,285,Kwiksort,0.5885807320553617
cw12,3b,286,Kwiksort,0.3881014188849351
cw12,3b,287,Kwiksort,0.4580462515119478
cw12,3b,288,Kwiksort,0.503759295875729
cw12,3b,289,Kwiksort,
cw12,3b,290,Kwiksort,0.46664232174566633
cw12,3b,291,Kwiksort,0.1825938960667857
cw12,3b,292,Kwiksort,0.4413971968980952
cw12,3b,293,Kwiksort,0.5736844284088329
cw12,3b,294,Kwiksort,0.7497880576348188
cw12,3b,295,Kwiksort,0.7225701887406564
cw12,3b,296,Kwiksort,0.5085507366986679
cw12,3b,297,Kwiksort,0.645667527465819
cw12,3b,298,Kwiksort,0.5478265338670548
cw12,3b,299,Kwiksort,0.3620543703680122
cw12,3b,300,Kwiksort,0.17546274162874798
cw12,3b,201,Greedy,0.5492833127503295
cw12,3b,202,Greedy,
cw12,3b,203,Greedy,0.8409305485502252
cw12,3b,204,Greedy,0.3764444048019852
cw12,3b,205,Greedy,0.24854295769928825
cw12,3b,206,Greedy,0.234236222801276
cw12,3b,207,Greedy,0.2294669132553059
cw12,3b,208,Greedy,0.3016317635013505
cw12,3b,209,Greedy,0.05617253880444628
cw12,3b,210,Greedy,0.06714490142323043
cw12,3b,211,Greedy,0.36132017196473887
cw12,3b,212,Greedy,
cw12,3b,213,Greedy,0.9305687780632227
cw12,3b,214,Greedy,0.2873957831869881
cw12,3b,215,Greedy,0.49742800455824676
cw12,3b,216,Greedy,0.6534530146122202
cw12,3b,217,Greedy,0.7001259301540737
cw12,3b,218,Greedy,0.35641739167007547
cw12,3b,219,Greedy,0.8422679032388983
cw12,3b,220,Greedy,0.3637565068828431
cw12,3b,221,Greedy,0.7665202511661402
cw12,3b,222,Greedy,0.6100727733786324
cw12,3b,223,Greedy,0.7363388954420739
cw12,3b,224,Greedy,0.6168295842361274
cw12,3b,225,Greedy,
cw12,3b,226,Greedy,0.3018040635492453
cw12,3b,227,Greedy,0.6815466751254265
cw12,3b,228,Greedy,0.6780239150786552
cw12,3b,229,Greedy,0.94497705842548
cw12,3b,230,Greedy,0.7306765513356919
cw12,3b,231,Greedy,0.5120909920714268
cw12,3b,232,Greedy,0.914856882358379
cw12,3b,233,Greedy,0.6008960336113646
cw12,3b,234,Greedy,0.7674662166126623
cw12,3b,235,Greedy,0.1290515430196899
cw12,3b,236,Greedy,0.798513378537286
cw12,3b,237,Greedy,0.43586464618758886
cw12,3b,238,Greedy,0.4564609789102816
cw12,3b,239,Greedy,0.4856322128555874
cw12,3b,240,Greedy,0.9787930706003494
cw12,3b,241,Greedy,0.40502226091658544
cw12,3b,242,Greedy,0.19969097468564354
cw12,3b,243,Greedy,0.5524738270959632
cw12,3b,244,Greedy,0.10330985802388681
cw12,3b,245,Greedy,0.06770091765024037
cw12,3b,246,Greedy,0.7369929117459029
cw12,3b,247,Greedy,0.24902858969531527
cw12,3b,248,Greedy,0.3929463858674769
cw12,3b,249,Greedy,0.7819835854675755
cw12,3b,250,Greedy,0.6735617036687187
cw12,3b,251,Greedy,0.6012416160362531
cw12,3b,252,Greedy,0.7414560726157763
cw12,3b,253,Greedy,0.6721300317969585
cw12,3b,254,Greedy,0.35989840541264523
cw12,3b,255,Greedy,
cw12,3b,256,Greedy,0.28925363494288764
cw12,3b,257,Greedy,0.569838119688796
cw12,3b,258,Greedy,0.3043306894616467
cw12,3b,259,Greedy,0.6155164074837075
cw12,3b,260,Greedy,0.1522660734392347
cw12,3b,261,Greedy,0.23644201540575574
cw12,3b,262,Greedy,0.37379771016731245
cw12,3b,263,Greedy,0.4861409485773401
cw12,3b,264,Greedy,0.33493117527643984
cw12,3b,265,Greedy,
cw12,3b,266,Greedy,0.6135568453880582
cw12,3b,267,Greedy,0.9074250374176303
cw12,3b,268,Greedy,0.6839290657124402
cw12,3b,269,Greedy,0.2812836397326404
cw12,3b,270,Greedy,0.11503864280713952
cw12,3b,271,Greedy,
cw12,3b,272,Greedy,0.3795403516744829
cw12,3b,273,Greedy,0.0700011353053759
cw12,3b,274,Greedy,0.024292706506549567
cw12,3b,275,Greedy,0.3787833386759354
cw12,3b,276,Greedy,0.7800217719948008
cw12,3b,277,Greedy,0.06254806489603015
cw12,3b,278,Greedy,
cw12,3b,279,Greedy,0.2087330723166475
cw12,3b,280,Greedy,0.5
cw12,3b,281,Greedy,0.4153730334071783
cw12,3b,282,Greedy,0.5634583428624645
cw12,3b,283,Greedy,0.2650552508271364
cw12,3b,284,Greedy,0.6316628212434251
cw12,3b,285,Greedy,0.552750779443829
cw12,3b,286,Greedy,0.33918536072571537
cw12,3b,287,Greedy,0.6940320836101368
cw12,3b,288,Greedy,0.3135070790115262
cw12,3b,289,Greedy,
cw12,3b,290,Greedy,0.5135081645717172
cw12,3b,291,Greedy,0.2755191343365016
cw12,3b,292,Greedy,0.7800955628772294
cw12,3b,293,Greedy,0.3938689102024784
cw12,3b,294,Greedy,0.5831862200330733
cw12,3b,295,Greedy,0.5952495593575277
cw12,3b,296,Greedy,0.7070743061385582
cw12,3b,297,Greedy,0.8765170386991242
cw12,3b,298,Greedy,0.6415224095740423
cw12,3b,299,Greedy,0.7653078254750617
cw12,3b,300,Greedy,0.6844606184976216
cw12,3b,201,PageRank,0.5164277709167765
cw12,3b,202,PageRank,0.5
cw12,3b,203,PageRank,0.7015099647232445
cw12,3b,204,PageRank,0.429555400150983
cw12,3b,205,PageRank,0.18804831460137145
cw12,3b,206,PageRank,0.3397119470897224
cw12,3b,207,PageRank,0.27659559937789324
cw12,3b,208,PageRank,0.4664861813008793
cw12,3b,209,PageRank,0.1343045591011933
cw12,3b,210,PageRank,0.07510059262680183
cw12,3b,211,PageRank,0.2606774590769747
cw12,3b,212,PageRank,
cw12,3b,213,PageRank,0.5985040686586142
cw12,3b,214,PageRank,0.33005960832623565
cw12,3b,215,PageRank,0.42334105480675044
cw12,3b,216,PageRank,0.5911466618187927
cw12,3b,217,PageRank,0.7180405937680281
cw12,3b,218,PageRank,0.2959728618370978
cw12,3b,219,PageRank,0.6652752356401718
cw12,3b,220,PageRank,0.47378130783392886
cw12,3b,221,PageRank,0.8018883827271511
cw12,3b,222,PageRank,0.6066791424898987
cw12,3b,223,PageRank,0.7026858200000238
cw12,3b,224,PageRank,0.6464018466408363
cw12,3b,225,PageRank,
cw12,3b,226,PageRank,0.2966709075747236
cw12,3b,227,PageRank,0.572540513848454
cw12,3b,228,PageRank,0.5121888908963762
cw12,3b,229,PageRank,0.8899541168509599
cw12,3b,230,PageRank,0.7301621186384913
cw12,3b,231,PageRank,0.35488317527989965
cw12,3b,232,PageRank,0.8899541168509599
cw12,3b,233,PageRank,0.4573362932183878
cw12,3b,234,PageRank,0.7653078254750617
cw12,3b,235,PageRank,0.0866178136927642
cw12,3b,236,PageRank,0.7358599668149974
cw12,3b,237,PageRank,0.37171757791281923
cw12,3b,238,PageRank,0.489034019711171
cw12,3b,239,PageRank,0.6584885442207399
cw12,3b,240,PageRank,0.9768562593544076
cw12,3b,241,PageRank,0.36045122851899886
cw12,3b,242,PageRank,0.20241378646497207
cw12,3b,243,PageRank,0.34820020336949803
cw12,3b,244,PageRank,0.1423072526959275
cw12,3b,245,PageRank,0.13540183530048075
cw12,3b,246,PageRank,0.7304338357783298
cw12,3b,247,PageRank,0.11120921322406255
cw12,3b,248,PageRank,0.4574739175020552
cw12,3b,249,PageRank,0.8911742177248004
cw12,3b,250,PageRank,0.48877281262146904
cw12,3b,251,PageRank,0.5203073306061314
cw12,3b,252,PageRank,0.8276125137490676
cw12,3b,253,PageRank,0.6696624774067379
cw12,3b,254,PageRank,0.4220264355633828
cw12,3b,255,PageRank,
cw12,3b,256,PageRank,0.2860955619194922
cw12,3b,257,PageRank,0.47651644735284243
cw12,3b,258,PageRank,0.3247894225616123
cw12,3b,259,PageRank,0.5162130993616367
cw12,3b,260,PageRank,0.3425381309650643
cw12,3b,261,PageRank,0.14982420171299154
cw12,3b,262,PageRank,0.5489685861878627
cw12,3b,263,PageRank,0.450381152257723
cw12,3b,264,PageRank,0.42412835693372597
cw12,3b,265,PageRank,
cw12,3b,266,PageRank,0.5895575665819881
cw12,3b,267,PageRank,0.9575861412006988
cw12,3b,268,PageRank,0.6161907658433269
cw12,3b,269,PageRank,0.3099019184013833
cw12,3b,270,PageRank,0.26535783594046825
cw12,3b,271,PageRank,
cw12,3b,272,PageRank,0.28672309341991287
cw12,3b,273,PageRank,0.0700011353053759
cw12,3b,274,PageRank,0.031218489329128234
cw12,3b,275,PageRank,0.334620642665883
cw12,3b,276,PageRank,0.6886572678816787
cw12,3b,277,PageRank,0.19572228152938376
cw12,3b,278,PageRank,0.08452085079694197
cw12,3b,279,PageRank,0.19575221435599247
cw12,3b,280,PageRank,0.3825695264186934
cw12,3b,281,PageRank,0.4375883180356181
cw12,3b,282,PageRank,0.5245049272427336
cw12,3b,283,PageRank,0.31212640393368274
cw12,3b,284,PageRank,0.6173901696948492
cw12,3b,285,PageRank,0.5551933807409367
cw12,3b,286,PageRank,0.38532633762252627
cw12,3b,287,PageRank,0.6986422885202574
cw12,3b,288,PageRank,0.48672642442640124
cw12,3b,289,PageRank,
cw12,3b,290,PageRank,0.06943122193677727
cw12,3b,291,PageRank,0.231548702707663
cw12,3b,292,PageRank,0.976416082725736
cw12,3b,293,PageRank,0.5770312005096568
cw12,3b,294,PageRank,0.6437838763327259
cw12,3b,295,PageRank,0.6965503115691779
cw12,3b,296,PageRank,0.7107958131663631
cw12,3b,297,PageRank,0.7031934657236668
cw12,3b,298,PageRank,0.6255221357788465
cw12,3b,299,PageRank,0.7674662166126623
cw12,3b,300,PageRank,0.6708220009735172
dl-passages,3b,19335,Bradley-Terry,0.3859337420377362
dl-passages,3b,23849,Bradley-Terry,
dl-passages,3b,42255,Bradley-Terry,
dl-passages,3b,47210,Bradley-Terry,
dl-passages,3b,47923,Bradley-Terry,0.6071341525970839
dl-passages,3b,67316,Bradley-Terry,
dl-passages,3b,87181,Bradley-Terry,0.9305687780632227
dl-passages,3b,87452,Bradley-Terry,0.4385475294922498
dl-passages,3b,104861,Bradley-Terry,1.0
dl-passages,3b,118440,Bradley-Terry,
dl-passages,3b,121171,Bradley-Terry,
dl-passages,3b,130510,Bradley-Terry,0.9445246953758977
dl-passages,3b,131843,Bradley-Terry,0.9363792118010482
dl-passages,3b,135802,Bradley-Terry,
dl-passages,3b,141630,Bradley-Terry,
dl-passages,3b,146187,Bradley-Terry,0.9133343848462936
dl-passages,3b,148538,Bradley-Terry,0.08829051438724722
dl-passages,3b,156493,Bradley-Terry,0.9008636626471189
dl-passages,3b,156498,Bradley-Terry,
dl-passages,3b,168216,Bradley-Terry,1.0
dl-passages,3b,169208,Bradley-Terry,
dl-passages,3b,174463,Bradley-Terry,
dl-passages,3b,182539,Bradley-Terry,0.6382863327437603
dl-passages,3b,183378,Bradley-Terry,1.0
dl-passages,3b,207786,Bradley-Terry,0.8264321377472146
dl-passages,3b,258062,Bradley-Terry,
dl-passages,3b,264014,Bradley-Terry,0.8050935890295805
dl-passages,3b,324585,Bradley-Terry,
dl-passages,3b,330975,Bradley-Terry,
dl-passages,3b,332593,Bradley-Terry,
dl-passages,3b,336901,Bradley-Terry,
dl-passages,3b,359349,Bradley-Terry,0.8590497793163282
dl-passages,3b,390360,Bradley-Terry,
dl-passages,3b,405163,Bradley-Terry,
dl-passages,3b,405717,Bradley-Terry,0.5164068403652846
dl-passages,3b,443396,Bradley-Terry,0.5661538142220853
dl-passages,3b,451602,Bradley-Terry,0.5522330294948445
dl-passages,3b,489204,Bradley-Terry,0.2144373079837472
dl-passages,3b,490595,Bradley-Terry,0.6005165628486338
dl-passages,3b,527433,Bradley-Terry,0.6274248438063688
dl-passages,3b,555530,Bradley-Terry,
dl-passages,3b,573724,Bradley-Terry,0.6142195236112767
dl-passages,3b,583468,Bradley-Terry,
dl-passages,3b,640502,Bradley-Terry,
dl-passages,3b,673670,Bradley-Terry,
dl-passages,3b,701453,Bradley-Terry,
dl-passages,3b,730539,Bradley-Terry,
dl-passages,3b,768208,Bradley-Terry,
dl-passages,3b,833860,Bradley-Terry,0.7500096262282716
dl-passages,3b,855410,Bradley-Terry,
dl-passages,3b,877809,Bradley-Terry,
dl-passages,3b,911232,Bradley-Terry,
dl-passages,3b,914916,Bradley-Terry,
dl-passages,3b,915593,Bradley-Terry,0.836818122206211
dl-passages,3b,938400,Bradley-Terry,
dl-passages,3b,940547,Bradley-Terry,
dl-passages,3b,962179,Bradley-Terry,0.7975167679274937
dl-passages,3b,997622,Bradley-Terry,
dl-passages,3b,1030303,Bradley-Terry,
dl-passages,3b,1037496,Bradley-Terry,
dl-passages,3b,1037798,Bradley-Terry,0.5040917514371401
dl-passages,3b,1043135,Bradley-Terry,
dl-passages,3b,1051399,Bradley-Terry,
dl-passages,3b,1063750,Bradley-Terry,0.3915823049101414
dl-passages,3b,1064670,Bradley-Terry,
dl-passages,3b,1071750,Bradley-Terry,
dl-passages,3b,1103812,Bradley-Terry,0.6437857197573209
dl-passages,3b,1105792,Bradley-Terry,
dl-passages,3b,1106007,Bradley-Terry,0.6243565640887495
dl-passages,3b,1106979,Bradley-Terry,
dl-passages,3b,1108651,Bradley-Terry,
dl-passages,3b,1109707,Bradley-Terry,
dl-passages,3b,1110199,Bradley-Terry,0.5273679476346504
dl-passages,3b,1110678,Bradley-Terry,
dl-passages,3b,1112341,Bradley-Terry,0.7494145854619849
dl-passages,3b,1113256,Bradley-Terry,
dl-passages,3b,1113437,Bradley-Terry,0.5390660101483735
dl-passages,3b,1114646,Bradley-Terry,0.8167975104638967
dl-passages,3b,1114819,Bradley-Terry,0.8380621214192497
dl-passages,3b,1115210,Bradley-Terry,
dl-passages,3b,1115776,Bradley-Terry,0.8904457238208279
dl-passages,3b,1116380,Bradley-Terry,
dl-passages,3b,1117099,Bradley-Terry,0.9768562593544076
dl-passages,3b,1121353,Bradley-Terry,
dl-passages,3b,1121402,Bradley-Terry,0.9301909272231254
dl-passages,3b,1121709,Bradley-Terry,0.14982420171299154
dl-passages,3b,1122767,Bradley-Terry,
dl-passages,3b,1124210,Bradley-Terry,0.7602175169331281
dl-passages,3b,1127540,Bradley-Terry,
dl-passages,3b,1129237,Bradley-Terry,0.6264481335675265
dl-passages,3b,1131069,Bradley-Terry,
